wave,tool,host,global_index,dataset_name,dataset_dir,task_key,status,seconds,result_relpath,source_result_path,rerun_reason,archive_error
W3,pysr,anon-node-01,26,feynman-bonus.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4|seed=1314,timed_out,3604.089,results/W3/pysr/anon-node-01/g0026_feynman-bonus.4/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-bonus.4/result.json,,
W3,pysr,anon-node-01,27,feynman-iii.17.37,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37|seed=1314,timed_out,3605.23,results/W3/pysr/anon-node-01/g0027_feynman-iii.17.37/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-iii.17.37/result.json,,
W3,pysr,anon-node-01,28,feynman-i.18.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16|seed=1314,timed_out,3603.313,results/W3/pysr/anon-node-01/g0028_feynman-i.18.16/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-i.18.16/result.json,,
W3,pysr,anon-node-01,29,feynman-ii.34.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11|seed=1314,timed_out,3603.796,results/W3/pysr/anon-node-01/g0029_feynman-ii.34.11/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-ii.34.11/result.json,,
W3,pysr,anon-node-01,30,feynman-bonus.8,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8|seed=1314,timed_out,3603.828,results/W3/pysr/anon-node-01/g0030_feynman-bonus.8/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-bonus.8/result.json,,
W3,pysr,anon-node-01,31,feynman-i.30.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5|seed=1314,timed_out,3605.762,results/W3/pysr/anon-node-01/g0031_feynman-i.30.5/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-i.30.5/result.json,,
W3,pysr,anon-node-01,32,feynman-i.41.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16|seed=1314,timed_out,3603.891,results/W3/pysr/anon-node-01/g0032_feynman-i.41.16/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-i.41.16/result.json,,
W3,pysr,anon-node-01,33,feynman-iii.4.33,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33|seed=1314,timed_out,3602.371,results/W3/pysr/anon-node-01/g0033_feynman-iii.4.33/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-iii.4.33/result.json,,
W3,pysr,anon-node-01,34,feynman-iii.4.33,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33|seed=1314,timed_out,3602.474,results/W3/pysr/anon-node-01/g0034_feynman-iii.4.33/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-iii.4.33/result.json,,
W3,pysr,anon-node-01,35,feynman-i.37.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4|seed=1314,timed_out,3602.618,results/W3/pysr/anon-node-01/g0035_feynman-i.37.4/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-i.37.4/result.json,,
W3,pysr,anon-node-01,36,feynman-ii.37.1,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1|seed=1314,timed_out,3602.594,results/W3/pysr/anon-node-01/g0036_feynman-ii.37.1/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-ii.37.1/result.json,,
W3,pysr,anon-node-01,37,PO14,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14|seed=1314,timed_out,3602.682,results/W3/pysr/anon-node-01/g0037_PO14/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/PO14/result.json,,
W3,pysr,anon-node-01,38,feynman-i.44.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4|seed=1314,timed_out,3602.416,results/W3/pysr/anon-node-01/g0038_feynman-i.44.4/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-i.44.4/result.json,,
W3,pysr,anon-node-01,39,feynman-ii.11.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3|seed=1314,timed_out,3602.401,results/W3/pysr/anon-node-01/g0039_feynman-ii.11.3/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-ii.11.3/result.json,,
W3,pysr,anon-node-01,40,feynman-bonus.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16|seed=1314,timed_out,3602.668,results/W3/pysr/anon-node-01/g0040_feynman-bonus.16/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-bonus.16/result.json,,
W3,pysr,anon-node-01,41,feynman-bonus.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11|seed=1314,timed_out,3602.406,results/W3/pysr/anon-node-01/g0041_feynman-bonus.11/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-bonus.11/result.json,,
W3,pysr,anon-node-01,42,feynman-bonus.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5|seed=1314,timed_out,3602.672,results/W3/pysr/anon-node-01/g0042_feynman-bonus.5/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-bonus.5/result.json,,
W3,pysr,anon-node-01,43,feynman-i.18.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4|seed=1314,timed_out,3602.963,results/W3/pysr/anon-node-01/g0043_feynman-i.18.4/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-i.18.4/result.json,,
W3,pysr,anon-node-01,44,feynman-bonus.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5|seed=1314,timed_out,3603.313,results/W3/pysr/anon-node-01/g0044_feynman-bonus.5/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-bonus.5/result.json,,
W3,pysr,anon-node-01,45,feynman-i.11.19,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19|seed=1314,timed_out,3602.575,results/W3/pysr/anon-node-01/g0045_feynman-i.11.19/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-i.11.19/result.json,,
W3,pysr,anon-node-01,46,feynman-ii.15.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4|seed=1314,timed_out,3602.374,results/W3/pysr/anon-node-01/g0046_feynman-ii.15.4/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-ii.15.4/result.json,,
W3,pysr,anon-node-01,47,feynman-i.15.3x,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x|seed=1314,timed_out,3602.608,results/W3/pysr/anon-node-01/g0047_feynman-i.15.3x/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-i.15.3x/result.json,,
W3,pysr,anon-node-01,48,feynman-bonus.17,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17|seed=1314,timed_out,3602.885,results/W3/pysr/anon-node-01/g0048_feynman-bonus.17/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-bonus.17/result.json,,
W3,pysr,anon-node-01,49,feynman-iii.15.27,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27|seed=1314,timed_out,3602.857,results/W3/pysr/anon-node-01/g0049_feynman-iii.15.27/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-iii.15.27/result.json,,
W3,pysr,anon-node-01,50,feynman-i.24.6,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6|seed=1314,timed_out,3602.547,results/W3/pysr/anon-node-01/g0050_feynman-i.24.6/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-i.24.6/result.json,,
W4,dso,anon-node-01,1,feynman-iii.15.12,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.12,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.12|seed=1314,timed_out,3615.359,results/W4/dso/anon-node-01/g0001_feynman-iii.15.12/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-iii.15.12/result.json,,
W4,dso,anon-node-01,2,feynman-iii.15.14,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14|seed=1314,timed_out,3615.392,results/W4/dso/anon-node-01/g0002_feynman-iii.15.14/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-iii.15.14/result.json,,
W4,dso,anon-node-01,3,feynman-ii.11.20,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20|seed=1314,timed_out,3615.032,results/W4/dso/anon-node-01/g0003_feynman-ii.11.20/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-ii.11.20/result.json,,
W4,dso,anon-node-01,4,feynman-iii.12.43,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43|seed=1314,timed_out,3615.305,results/W4/dso/anon-node-01/g0004_feynman-iii.12.43/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-iii.12.43/result.json,,
W4,dso,anon-node-01,5,feynman-ii.11.27,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27|seed=1314,timed_out,3603.325,results/W4/dso/anon-node-01/g0005_feynman-ii.11.27/result.json,/home/anonymous/e1tmp/dso_out/anon-node-01/dso/g005_h/result.json,temporary_unique_dataset_dir_for_dso_duplicate_basename,
W4,dso,anon-node-01,6,feynman-ii.11.27,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27|seed=1314,timed_out,3604.653,results/W4/dso/anon-node-01/g0006_feynman-ii.11.27/result.json,/home/anonymous/e1tmp/dso_out/anon-node-01/dso/g006_hd/result.json,temporary_unique_dataset_dir_for_dso_duplicate_basename,
W4,dso,anon-node-01,7,CRK22,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK22,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK22|seed=1314,timed_out,3615.083,results/W4/dso/anon-node-01/g0007_CRK22/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/CRK22/result.json,,
W4,dso,anon-node-01,8,feynman-ii.34.29a,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a|seed=1314,timed_out,3615.046,results/W4/dso/anon-node-01/g0008_feynman-ii.34.29a/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-ii.34.29a/result.json,,
W4,dso,anon-node-01,9,feynman-ii.15.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.4|seed=1314,timed_out,3615.384,results/W4/dso/anon-node-01/g0009_feynman-ii.15.4/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-ii.15.4/result.json,,
W4,dso,anon-node-01,10,feynman-bonus.7,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7|seed=1314,timed_out,3614.979,results/W4/dso/anon-node-01/g0010_feynman-bonus.7/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-bonus.7/result.json,,
W4,dso,anon-node-01,11,feynman-i.25.13,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.25.13,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.25.13|seed=1314,ok,81.141,results/W4/dso/anon-node-01/g0011_feynman-i.25.13/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-i.25.13/result.json,,
W4,dso,anon-node-01,12,feynman-i.26.2,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.26.2,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.26.2|seed=1314,ok,427.319,results/W4/dso/anon-node-01/g0012_feynman-i.26.2/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-i.26.2/result.json,,
W4,dso,anon-node-01,13,feynman-bonus.20,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20|seed=1314,timed_out,3615.049,results/W4/dso/anon-node-01/g0013_feynman-bonus.20/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-bonus.20/result.json,,
W4,dso,anon-node-01,14,feynman-i.14.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.4|seed=1314,timed_out,3614.982,results/W4/dso/anon-node-01/g0014_feynman-i.14.4/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-i.14.4/result.json,,
W4,dso,anon-node-01,15,feynman-i.41.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16|seed=1314,timed_out,3615.033,results/W4/dso/anon-node-01/g0015_feynman-i.41.16/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-i.41.16/result.json,,
W4,dso,anon-node-01,16,first_principles_newton,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_newton,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_newton|seed=1314,timed_out,3606.013,results/W4/dso/anon-node-01/g0016_first_principles_newton/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/first_principles_newton/result.json,,
W4,dso,anon-node-01,17,feynman-ii.11.28,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.28,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.28|seed=1314,ok,61.528,results/W4/dso/anon-node-01/g0017_feynman-ii.11.28/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-ii.11.28/result.json,,
W4,dso,anon-node-01,18,feynman-i.38.12,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.38.12,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.38.12|seed=1314,timed_out,3610.177,results/W4/dso/anon-node-01/g0018_feynman-i.38.12/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-i.38.12/result.json,,
W4,dso,anon-node-01,19,feynman-ii.15.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.5|seed=1314,timed_out,3604.559,results/W4/dso/anon-node-01/g0019_feynman-ii.15.5/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-ii.15.5/result.json,,
W4,dso,anon-node-01,20,feynman-i.29.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.29.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.29.4|seed=1314,timed_out,3606.574,results/W4/dso/anon-node-01/g0020_feynman-i.29.4/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-i.29.4/result.json,,
W4,dso,anon-node-01,21,feynman-i.14.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.3|seed=1314,timed_out,3604.205,results/W4/dso/anon-node-01/g0021_feynman-i.14.3/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-i.14.3/result.json,,
W4,dso,anon-node-01,22,feynman-ii.11.20,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.20,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.20|seed=1314,timed_out,3604.192,results/W4/dso/anon-node-01/g0022_feynman-ii.11.20/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-ii.11.20/result.json,,
W4,dso,anon-node-01,23,feynman-i.34.27,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27|seed=1314,timed_out,3604.769,results/W4/dso/anon-node-01/g0023_feynman-i.34.27/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-i.34.27/result.json,,
W4,dso,anon-node-01,24,feynman-iii.13.18,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18|seed=1314,timed_out,3603.986,results/W4/dso/anon-node-01/g0024_feynman-iii.13.18/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-iii.13.18/result.json,,
W4,dso,anon-node-01,25,feynman-bonus.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4|seed=1314,timed_out,3604.285,results/W4/dso/anon-node-01/g0025_feynman-bonus.4/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-bonus.4/result.json,,
W4,dso,anon-node-01,26,feynman-bonus.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4|seed=1314,timed_out,3604.289,results/W4/dso/anon-node-01/g0026_feynman-bonus.4/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-bonus.4/result.json,,
W4,dso,anon-node-01,27,feynman-iii.17.37,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37|seed=1314,ok,50.931,results/W4/dso/anon-node-01/g0027_feynman-iii.17.37/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-iii.17.37/result.json,,
W4,dso,anon-node-01,28,feynman-i.18.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16|seed=1314,timed_out,3604.058,results/W4/dso/anon-node-01/g0028_feynman-i.18.16/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-i.18.16/result.json,,
W4,dso,anon-node-01,29,feynman-ii.34.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11|seed=1314,timed_out,3606.045,results/W4/dso/anon-node-01/g0029_feynman-ii.34.11/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-01/dso/feynman-ii.34.11/result.json,,
W5,tpsr,anon-node-01,1,feynman-iii.15.12,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.12,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.12|seed=1314,timed_out,3619.733,results/W5/tpsr/anon-node-01/g0001_feynman-iii.15.12/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/anon-node-01/tpsr/feynman-iii.15.12/result.json,,
W5,tpsr,anon-node-01,2,feynman-iii.15.14,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14|seed=1314,timed_out,3619.491,results/W5/tpsr/anon-node-01/g0002_feynman-iii.15.14/result.json,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/anon-node-01/tpsr/feynman-iii.15.14/result.json,,
